Generation, Worst, Lower Quartile, Mean, Median, Upper Quartile, Best, Median Fitness
0, 0.31666666666666665, 0.4166666666666667, 0.44758333333333333, 0.45, 0.48333333333333334, 0.6333333333333333, 31.79105700411951
1, 0.31666666666666665, 0.4166666666666667, 0.45233333333333337, 0.45, 0.48333333333333334, 0.6333333333333333, 32.281175084555294
2, 0.3, 0.4166666666666667, 0.448, 0.45, 0.48333333333333334, 0.6, 32.372097853183
3, 0.25, 0.4125, 0.44575000000000004, 0.45, 0.48333333333333334, 0.5833333333333334, 31.50201775827473
4, 0.31666666666666665, 0.4, 0.44333333333333336, 0.45, 0.48333333333333334, 0.5666666666666667, 31.920376758424474
5, 0.31666666666666665, 0.4, 0.44433333333333336, 0.45, 0.48333333333333334, 0.6333333333333333, 32.223621032000665
6, 0.31666666666666665, 0.4, 0.44933333333333336, 0.45, 0.5, 0.6333333333333333, 31.983792015333275
7, 0.26666666666666666, 0.4, 0.4364166666666666, 0.43333333333333335, 0.4666666666666667, 0.5833333333333334, 31.155316661158096
8, 0.2833333333333333, 0.4, 0.4408333333333333, 0.43333333333333335, 0.48333333333333334, 0.6166666666666667, 31.269520031477477
9, 0.21666666666666667, 0.4, 0.44308333333333333, 0.43333333333333335, 0.48333333333333334, 0.6166666666666667, 31.362782824293596
10, 0.31666666666666665, 0.4, 0.4385, 0.43333333333333335, 0.48333333333333334, 0.5833333333333334, 30.928810399361517
11, 0.23333333333333334, 0.3958333333333333, 0.4373333333333333, 0.43333333333333335, 0.48333333333333334, 0.5833333333333334, 30.999115574964385
12, 0.26666666666666666, 0.4, 0.4343333333333333, 0.43333333333333335, 0.4666666666666667, 0.6, 30.700081136334394
13, 0.2833333333333333, 0.4, 0.43775000000000003, 0.43333333333333335, 0.48333333333333334, 0.6166666666666667, 30.837745810693548
14, 0.25, 0.38333333333333336, 0.4313333333333333, 0.43333333333333335, 0.4666666666666667, 0.5833333333333334, 30.777693064172816
15, 0.26666666666666666, 0.4, 0.43674999999999997, 0.43333333333333335, 0.48333333333333334, 0.6166666666666667, 30.947072925029545
16, 0.21666666666666667, 0.38333333333333336, 0.42866666666666664, 0.43333333333333335, 0.4666666666666667, 0.55, 30.91869916350058
17, 0.23333333333333334, 0.4, 0.4335833333333333, 0.43333333333333335, 0.4666666666666667, 0.5833333333333334, 30.611278560468186
18, 0.3, 0.4, 0.44316666666666665, 0.43333333333333335, 0.48333333333333334, 0.6333333333333333, 31.371758466970622
19, 0.31666666666666665, 0.4, 0.4339166666666667, 0.43333333333333335, 0.4666666666666667, 0.6166666666666667, 30.894398033927562
20, 0.26666666666666666, 0.38333333333333336, 0.43191666666666667, 0.43333333333333335, 0.4708333333333333, 0.6, 30.775374583040918
21, 0.25, 0.38333333333333336, 0.43074999999999997, 0.43333333333333335, 0.4666666666666667, 0.6, 30.782393500658017
22, 0.26666666666666666, 0.3958333333333333, 0.4325, 0.43333333333333335, 0.4708333333333333, 0.6, 30.654084520806098
23, 0.25, 0.38333333333333336, 0.428, 0.4166666666666667, 0.48333333333333334, 0.6, 30.03799843619168
24, 0.18333333333333332, 0.38333333333333336, 0.4251666666666667, 0.43333333333333335, 0.4666666666666667, 0.6, 30.693222509018746
25, 0.2833333333333333, 0.38333333333333336, 0.42091666666666666, 0.4166666666666667, 0.45, 0.55, 30.00442995969727
26, 0.3, 0.4, 0.43374999999999997, 0.43333333333333335, 0.4708333333333333, 0.5666666666666667, 30.997777675977275
27, 0.26666666666666666, 0.38333333333333336, 0.42108333333333337, 0.4166666666666667, 0.45416666666666666, 0.6166666666666667, 29.945341297399178
